Item Name,Brand Name,Device Condition,Material Recovery Rate,Device Type,Year of Manufacturing,Cost of Recovery,Gold (g),Silver (g),Copper (g),Palladium (g),Platinum (g),Recycling Score
WiFi Router,Nokia,Excellent,97.0,Router,2023,8.32679426035282,0.01623620422561421,0.2204899438178197,68.90591672652668,0.01349974349546293,0.0010889429811787902,80.06447547911242
OLED TV,Apple,Fair,89.10461257175771,TV,2020,19.673186989873187,0.015579646075444873,0.2546519808223128,81.53921343573062,0.006025458002839439,0.0007545634927912754,68.33652297638753
Rack Server,Intel,Excellent,85.53138102432217,Server,2019,43.51638615989792,0.2405738892898873,3.615124595152581,413.01933215574326,0.09279014495119141,0.0062000925851613525,63.36340209653847
iPad,LG,Scrap,67.34432028952,Tablet,2008,25.120211464951893,0.02410241332372067,0.16815053293215973,18.106440959870326,0.006006274097909627,0.00041080996405528877,59.52668705460784
Blade Server,OnePlus,Scrap,67.66778475688314,Server,2021,50.7279032237704,0.08781733380125789,1.297742553396466,192.09055919918055,0.039387159035148236,0.002327131429003735,54.925205729591475
iPad,Cisco,Excellent,91.18871257574483,Tablet,2018,14.09887181014631,0.05641515073574458,0.4986745387228836,46.49645651703865,0.017935850588692587,0.0012306832612433251,77.10098626899872
WiFi Router,Asus,Excellent,84.5884726517496,Router,2009,10.98207163573322,0.01577319269832884,0.14766241389502727,46.577942019696074,0.008191089866459516,0.0010676479692216536,69.4034601644463
Redmi Note,Samsung,Excellent,92.77057763399604,Smartphone,2018,9.208324336359242,0.04022893507377318,0.27581885564928993,19.680484848705614,0.013451929387588563,0.001226443722130563,80.1431781108293
Lenovo ThinkPad,LG,Scrap,68.51957244943605,Laptop,2010,29.77409620212569,0.04332760539508872,0.3921701922083786,57.82278671901878,0.011529633812186652,0.0008771761358795171,58.68038793026392
Enterprise Router,Cisco,Excellent,90.2962466677438,Router,2022,7.84212789151821,0.016072237339188833,0.24994136949283,62.02929137082344,0.013350570838237347,0.0012496457547277358,81.07380797368033
Rack Server,Asus,Fair,84.04041732031614,Server,2019,44.85651424963058,0.18201337253412947,2.1070295144531404,311.7820481774123,0.06369791198593196,0.004079163094349456,68.81252076607436
Redmi Note,Apple,Fair,81.48306217321912,Smartphone,2012,16.097958757050442,0.02510933697922011,0.21761367586702815,12.244565216234509,0.008475358543588416,0.0006656320615263631,78.28202024429166
Workstation,Intel,Fair,87.56597858443195,Desktop,2020,28.978089457250384,0.11008574041759073,1.3482598438595768,219.19018769044243,0.0315925411637699,0.003059828148783415,64.93906933705489
Inkjet Printer,Panasonic,Good,88.68714920840753,Printer,2022,13.431028690809768,0.011373313795387353,0.12183646951638642,63.887184979606424,0.0038267828334423385,0.00040664427625074586,85.7501832182076
Redmi Note,Xiaomi,Fair,82.9110507248601,Smartphone,2015,14.553990204158035,0.030498708781676227,0.16378962928299234,16.41661731101862,0.010214044752671304,0.000947816477143054,66.93807803965456
Lenovo ThinkPad,Intel,Scrap,78.43972679879198,Laptop,2015,30.691542213473358,0.045296649712075726,0.4679690866490733,59.91765056684009,0.013290099234314906,0.0008387790859958919,59.852175898631025
Mi Pad,Samsung,Damaged,76.76643211132074,Tablet,2016,19.06608614586014,0.03612856088651976,0.2666252133789194,28.454229730516257,0.010818845490871764,0.0006293493419375388,72.0568046882037
Rack Server,LG,Fair,84.25864847018153,Server,2013,44.26389996752897,0.15255498452701077,2.1813112530336842,313.4291309585494,0.06629886883614317,0.0038277784929727906,60.324595723740416
iPad,Sony,Good,90.22091669864052,Tablet,2013,17.121762994289476,0.054604084798014575,0.4166475218528003,42.09709121116627,0.012774971100226946,0.0008012417950597967,71.76094668437091
Blade Server,Asus,Excellent,83.96075244433081,Server,2017,42.91521443600662,0.24213903968936712,2.5900348390273384,387.81276417536515,0.07797886700119386,0.004735252828056823,67.14157581874338
OnePlus 9,Xiaomi,Scrap,73.10343879432122,Smartphone,2019,17.71376477386773,0.018081252262123614,0.146866968582516,9.360635563864944,0.005259048108725651,0.0006163464878832157,61.26298210906651
iPad,Asus,Excellent,91.36908182841535,Tablet,2012,13.809086573330086,0.045751170547109865,0.41122890563032144,40.02881072980506,0.014857430806920311,0.0008809352091877806,81.47247616566892
Workstation,Acer,Excellent,84.28289555712314,Desktop,2010,28.515983868577795,0.10003020907442468,1.120118964047921,224.68008700008167,0.034413500681953924,0.0023796622777255204,67.94368260406364
Blade Server,Panasonic,Damaged,72.14835600117178,Server,2011,47.88737195989966,0.1292082426948986,1.5651232550672158,223.07295581844807,0.04353898186817881,0.0030921986758022874,46.08475066081194
OLED TV,Lenovo,Excellent,85.601747510399,TV,2015,22.47687848347251,0.017965628875235857,0.30391210811936414,86.32030945351184,0.005683166979542143,0.0009037440458117827,67.46963591416451
Galaxy S21,Panasonic,Fair,78.96767013012659,Smartphone,2010,16.131373332160937,0.02256853406792707,0.15729459229737286,12.082649021582696,0.007693229234668801,0.0007784860867045018,67.02371296499993
WiFi Router,Apple,Fair,80.63661243227035,Router,2016,15.28994085399628,0.011717002933256981,0.1707553730320218,46.32920320261004,0.009217736138836344,0.0007242237954289175,77.25546103460643
Gaming PC,HP,Damaged,73.82912271161035,Desktop,2019,30.773932799776954,0.07452884101698808,0.9903092325109477,164.72480908780787,0.028609632306492536,0.001991212994073878,64.19094292419199
Lenovo ThinkPad,Apple,Good,74.48848416499466,Laptop,2015,21.580842705724937,0.06247955293554047,0.8709782840484215,115.1866264164161,0.026530618193004007,0.0017844929803279477,67.5789725505238
WiFi Router,Samsung,Fair,93.07844720769465,Router,2025,13.746630521794012,0.016394344337229777,0.20275760425261782,55.15771731602872,0.007664185039845559,0.0009225337535934576,73.28614826928936
Office PC,LG,Scrap,75.86717640466179,Desktop,2022,33.9499766102107,0.05982848877390321,0.7458887252305536,135.8090889850014,0.019537287680626837,0.0014458798178925362,57.734112016544714
Redmi Note,LG,Good,83.72872154400717,Smartphone,2012,12.439451340808096,0.02674846590379285,0.2228125993164858,14.922317986984991,0.012636947565434762,0.0008114896874559039,69.94627686791894
Blade Server,Xiaomi,Good,78.2159088351888,Server,2008,45.761665052960765,0.20281643831056925,2.62366453212778,377.25717678038694,0.07516116291725929,0.004093730329866816,63.04937428073679
MacBook Pro,Lenovo,Good,89.38745531196219,Laptop,2019,23.40717494021982,0.09054028084231368,0.7435851086629325,125.60878376899217,0.026826751823161292,0.0016917644083828548,84.18029541650235
Laser Printer,LG,Fair,83.24511732044739,Printer,2012,20.031316653736177,0.009032323520999109,0.09951556611304685,53.09373009497543,0.0033185042659109156,0.0003137566685068772,68.33932984588779
MacBook Pro,Dell,Damaged,78.5178248441622,Laptop,2016,24.09202146114979,0.05453314180714954,0.6186480262716936,85.11413890570203,0.02123159677217346,0.0013703560408406602,62.29561535559329
iPhone 11,Xiaomi,Excellent,90.39912922960812,Smartphone,2011,10.971163557653547,0.030120341932580272,0.2606097978177815,17.620375790516196,0.011154398105958885,0.0009634652143127322,74.12089656863749
OLED TV,Samsung,Scrap,75.65819948219375,TV,2016,27.426527055675166,0.008437360142434572,0.13267424888480195,45.18456889343728,0.003180102499266327,0.0005138872238324323,55.99935438477482
iPad,HP,Fair,83.4438844362527,Tablet,2024,8.63065498228649,0.05096927504497048,0.4279332579677837,41.76696663784708,0.015493647742402677,0.0008894754002167311,75.8861353163122
Rack Server,LG,Scrap,74.0231222278816,Server,2009,54.29967839833581,0.09258255371773932,1.1216064885927217,171.99817775808918,0.03535053615279699,0.0017130938927808169,48.31414953025159
Lenovo ThinkPad,Cisco,Fair,90.85578813080095,Laptop,2024,20.656845144714,0.08286687250997554,0.8549181542700811,136.03403836214625,0.03286569293980811,0.0017552710189457095,72.04554820519999
OnePlus 9,Acer,Scrap,67.18608183749443,Smartphone,2009,23.25143046510543,0.01339637994420732,0.10616962867523039,6.793288418326394,0.004734883640362845,0.0003707691098072214,59.03959923630059
Dell XPS,Dell,Damaged,74.00455624385907,Laptop,2012,29.548099103470644,0.0524272528670616,0.5345524036625029,87.5876371964938,0.018372593681861393,0.0012309265183566113,63.538315811500624
WiFi Router,Acer,Scrap,75.28242819138147,Router,2023,16.44305941227718,0.006812808190855917,0.09346135118462172,24.193966202779425,0.004594290477585636,0.00043057256464861486,64.850399839325
Smart TV,LG,Scrap,72.29191527242307,TV,2021,24.9254157842371,0.009882133796055018,0.1500575638772988,49.445867323341176,0.0031365232931431434,0.0005349851119766974,69.2611448085964
OLED TV,Apple,Scrap,73.13155097633725,TV,2024,25.459885523632,0.009713530645273076,0.14836005285156495,46.89773644609907,0.0029093379202821856,0.000552520504300149,64.5245373934874
Enterprise Router,HP,Good,89.39984357467141,Router,2017,12.937144787748375,0.014228631351468396,0.18437281116111282,52.32368228647937,0.010526579466456926,0.0010558594381244596,74.84917671855753
OLED TV,Dell,Good,81.74238597717363,TV,2020,17.845672043866585,0.021109576338965257,0.2958214490629539,100.2847365581701,0.0061130500085416675,0.0011070319217510436,67.26104928781494
OnePlus 9,Panasonic,Fair,90.32071779706693,Smartphone,2024,12.096561996826956,0.030605659022712665,0.20526480660147994,17.230401044437166,0.009043957427474653,0.0009328272271362706,74.0697865992267
OLED TV,Apple,Damaged,80.17847727728257,TV,2019,25.187962605498996,0.012729660757656766,0.20373861823611222,54.75036574618578,0.0036064228496512436,0.0006031923325608107,74.01329423975992
Inkjet Printer,Cisco,Good,79.88479648335104,Printer,2013,18.262747181127143,0.00797275509377957,0.10319792613286967,64.24535516786584,0.003935702604128555,0.0005043265673020877,54.56645700276146
Workstation,OnePlus,Excellent,91.48645143543841,Desktop,2021,29.07138694878737,0.12273548942325667,1.3963108398320725,258.30466827676827,0.03856834672326177,0.002971474424575869,65.25735189265751
Mi Pad,Xiaomi,Excellent,93.90148115348863,Tablet,2022,7.0552863106002865,0.05448149253510225,0.5229659550642438,46.61649869079455,0.01689591262131697,0.0010486011984706127,75.738558246478
iPhone 11,Dell,Damaged,77.52280656323171,Smartphone,2018,17.51798247446836,0.02678854375924,0.14919592500377252,11.289953323401038,0.007379166229712317,0.0006260346047850797,69.39717715888479
Dell XPS,OnePlus,Damaged,82.98801688570266,Laptop,2023,21.30779794554505,0.055955042589803106,0.6501280736301459,86.49596840809545,0.019109278925043265,0.0012824994512922897,63.812531518497316
Galaxy Tab,Lenovo,Fair,86.74483692593266,Tablet,2017,12.176875312460645,0.04187174004396962,0.4004524662777996,31.991252606157094,0.010354258839101004,0.0006860343874480589,74.68294123584006
Rack Server,Lenovo,Excellent,96.06929756587448,Server,2024,41.66868151834643,0.22864986791858571,2.7922117528039414,419.95280084361684,0.08961827269022067,0.0056806603544737,72.2268680906404
Inkjet Printer,LG,Damaged,75.10459481969137,Printer,2008,20.79887635884316,0.005815162015209998,0.07434230719536539,36.06467047916632,0.002387819419753195,0.000270412912811653,67.99318035600893
LED TV,Asus,Scrap,77.81908171650755,TV,2011,24.214600086490428,0.00851965319182182,0.1151695054320227,37.56833550463364,0.0023183351757154738,0.00040918640508683297,64.95326880889779
Rack Server,Asus,Scrap,75.925777918868,Server,2021,45.58605105246364,0.10441388580195225,1.2300658550028853,173.34555029391944,0.03603973899679902,0.0020146784291507594,55.36011544714056
Workstation,OnePlus,Damaged,85.89012454867397,Desktop,2022,29.68728131030667,0.07056393206667846,0.9557454458563276,178.28274897303757,0.024256990955803838,0.0016824235275310969,68.47783565345176
Blade Server,Sony,Damaged,74.79190312078346,Server,2009,50.34699222948461,0.13131028469193334,1.6598382493248327,245.65408293330285,0.04001965681668678,0.0035462131801994217,58.40216376677148
Enterprise Router,Cisco,Excellent,91.69955206853787,Router,2022,9.747896237412586,0.016228762014676372,0.23322201528685854,59.417261481547364,0.010974440775924129,0.0011988048301450607,81.00662405432799
HP Pavilion,Cisco,Fair,83.69234452091119,Laptop,2024,22.90731644594165,0.0781897849787702,0.7727592982045541,126.17035264222758,0.02721493146851992,0.0017911592033354707,76.87360287634256
Galaxy S21,Asus,Fair,79.63554546601598,Smartphone,2018,14.699839583700506,0.02728985031835642,0.2063116662241544,13.557319501439842,0.009374700766410449,0.0008244555251788823,65.82750468198061
iPhone 11,Nokia,Fair,81.82981318374523,Smartphone,2010,13.106622311598754,0.02725618329001721,0.192213969503742,13.826055805043728,0.00943515919033461,0.0008590619319509003,71.89170112755308
Workstation,Xiaomi,Good,81.22093341071286,Desktop,2011,34.74010181982157,0.10388850163153607,1.1207328948864927,251.57321148834524,0.0349549342578131,0.002294044426664346,70.47428937494755
OLED TV,HP,Fair,89.75383686246114,TV,2019,18.817114651453274,0.017961107705246664,0.2674062476684411,76.2414211353884,0.004642754271387036,0.0008958856631950174,71.35489914941164
Gaming PC,Apple,Scrap,69.58907564853584,Desktop,2009,37.78254208967753,0.050009781507791604,0.5506555212370899,105.23892392917125,0.014848519367838686,0.001265137150259768,53.430528900020796
Blade Server,Apple,Fair,78.1032355391122,Server,2008,49.98310305699386,0.16690449105727329,2.0640997077696563,323.78950110514825,0.05604914940304559,0.003926981434388919,63.706697813634776
Blade Server,Apple,Excellent,95.35943857471938,Server,2024,38.3099109332095,0.2617878738690933,2.99591444388828,442.4299168296628,0.09462220779076543,0.005191908621993134,76.90278847694408
WiFi Router,Panasonic,Damaged,62.41744945461688,Router,2010,18.49410513386175,0.008086810170550632,0.0962904039652119,29.132661556558407,0.005361372753997591,0.0006623969354796874,57.56758601331032
Rack Server,Intel,Scrap,78.42697115960826,Server,2017,49.650865901731386,0.09941657152713948,1.329166573173584,203.9375594133645,0.036829929673498976,0.0025371060531316,51.31603242393624
Dell XPS,Xiaomi,Excellent,91.7556697315692,Laptop,2022,19.613423911023524,0.09937371569688076,0.9746470053843801,166.21525940743535,0.03202214407812899,0.0023364884097629426,69.74006699406162
OLED TV,HP,Fair,81.56722079211248,TV,2011,26.466414840273455,0.014641406910505406,0.22745575229013373,67.91609642517142,0.004212117767950246,0.0007329669915099817,65.54277456383551
Lenovo ThinkPad,Acer,Damaged,77.78481025415131,Laptop,2009,23.62922031259179,0.04895375448651449,0.48732078033085047,73.84237167730383,0.016015342152978243,0.00113759341688035,68.7156916848442
Redmi Note,Asus,Excellent,89.34081977160072,Smartphone,2016,11.424673630223044,0.03287102047819701,0.2499732378969796,17.687527393414413,0.011405201882962433,0.001012397193882623,75.12992529713581
Laser Printer,Xiaomi,Damaged,71.40506897747224,Printer,2017,19.156307043681025,0.006004968527209768,0.0783287560693466,40.187757143775706,0.002675544585052323,0.00035041576944686774,70.02596628487372
Office PC,Xiaomi,Good,87.54240152296403,Desktop,2008,31.26670318540512,0.12181676777105237,1.2005630283848732,225.54011025462648,0.03434701504038828,0.0026316971328323906,61.64917865847775
Lenovo ThinkPad,Panasonic,Good,91.9071431850195,Laptop,2025,20.452223834203835,0.09039525101810969,0.8584617916968876,128.522116809587,0.02654941291529421,0.0019466322294194025,80.57200692300923
Mi Pad,Intel,Fair,79.45207711094507,Tablet,2016,16.842378487053693,0.04042591867904438,0.375825167086156,37.52464496846234,0.013746875951053825,0.0008157944472025005,73.24157218280544
Laser Printer,Panasonic,Good,88.49060681345667,Printer,2025,10.278867590189034,0.009654465567409419,0.12243828753429496,68.90200057404515,0.0037057346898857445,0.0005282513566950324,71.98871441195094
Rack Server,Panasonic,Fair,79.90002914673978,Server,2008,51.89909361694504,0.12597028538657065,2.377913517548304,316.10988287326563,0.04922403312623368,0.0032851769846097005,59.443548956867545
Enterprise Router,Nokia,Good,87.8812563146037,Router,2022,10.465822305839716,0.014599153329040675,0.1822723063088392,54.110572169526726,0.009940825000633938,0.0009596664879390411,81.61248429275244
iPhone 11,LG,Good,79.32364717972642,Smartphone,2010,12.494874689843442,0.02646198933618131,0.22399130336072826,15.754768722544743,0.008633680900107452,0.0008413104934411362,66.47726606014642
WiFi Router,LG,Good,86.89868584562824,Router,2023,11.329623798924082,0.016846576011042197,0.20330615079089182,58.68671066598591,0.00910854360789684,0.0009581154274162412,77.00393446893644
Enterprise Router,Intel,Fair,76.30387082950908,Router,2015,14.738026640714246,0.01303095436096382,0.15907394927170276,48.84356762298452,0.008036781376121597,0.0008729426407757687,70.30089089107109
Inkjet Printer,Acer,Excellent,89.13232775336624,Printer,2008,16.292990085728917,0.008641565839991004,0.09612391764594705,61.948962543112614,0.0031884519181757586,0.00035366680400585455,76.43849042042562
Gaming PC,Dell,Scrap,73.80473201032136,Desktop,2024,26.98895373624568,0.060528336445157614,0.7569820453552121,127.38233392674037,0.022148450228024013,0.001458365275192615,54.21788423631875
WiFi Router,Acer,Good,83.81425841924171,Router,2023,13.08237931016496,0.015043460815190453,0.17902640116634885,45.88463607508859,0.008924462134533113,0.000996447196577787,69.23279416405623
Laser Printer,OnePlus,Excellent,92.03281114583187,Printer,2022,11.830420928436828,0.009796351335219632,0.11377221356825916,62.77307533890057,0.0039300421525732205,0.0005004618134569929,67.8104057497055
MacBook Pro,Acer,Scrap,67.05070142104881,Laptop,2016,29.31476516956217,0.04360048997944756,0.38890981691367016,59.37618435490207,0.013984532248796339,0.0007680928002691803,66.0382456503736
OLED TV,Asus,Good,81.12589454849234,TV,2014,16.914738031155125,0.015283972963929447,0.25774062822120436,83.54035176268042,0.005370920827107433,0.0008327871815276472,78.68937893381084
iPhone 11,OnePlus,Good,86.16952354544172,Smartphone,2019,8.850865405091916,0.03534339295714192,0.21169402940329501,16.13437453873873,0.010131920667435849,0.0008660902941873579,74.85298715467832
Workstation,Asus,Excellent,88.99483890273167,Desktop,2021,25.313930269483162,0.12282931544195959,1.2328354766472607,252.60763171714933,0.03538673806372539,0.0027186062621559226,71.24223581954492
Blade Server,Samsung,Scrap,68.59084263603698,Server,2010,52.10299252223692,0.11460346254927335,1.2801060679009508,191.91107636793024,0.036050747354226816,0.0019052484878392907,52.7702227026273
Office PC,Xiaomi,Good,83.20809104692833,Desktop,2022,27.91197507861372,0.11155866908150155,1.3636909776120631,248.2583753741182,0.03833853057321133,0.0029676830629413566,63.06302694970395
Workstation,Cisco,Excellent,91.47913449277412,Desktop,2020,22.571658438967454,0.1396659310711719,1.488648430765977,278.9187460121938,0.04751317407735341,0.0035184115662798884,81.62458493190329
iPhone 11,Apple,Excellent,82.89271186422746,Smartphone,2014,11.687287417203686,0.03779453360288345,0.23641934966413314,16.39235794379115,0.010321476173121935,0.0009361362975307523,69.7463606974495
Mi Pad,Acer,Excellent,93.23878530339117,Tablet,2020,10.527628358920136,0.044228499562837774,0.4217425617342289,41.861908574530304,0.013633729540252009,0.0009551855783764548,73.49514373143724
iPad,Apple,Good,82.11515228683558,Tablet,2012,15.135780833876817,0.04376226951352111,0.4264634720779263,37.381697205581865,0.012211334622656595,0.0008076671973887353,83.24339284343885
Rack Server,Apple,Good,82.70949721804027,Server,2009,47.235293232446004,0.1853550980142317,2.6767280430044575,368.5381577646828,0.05166201804319863,0.003967135438503584,61.33431075976286
Laser Printer,Nokia,Excellent,88.6094881940119,Printer,2017,16.682508592202193,0.008458772320531034,0.10114298774881895,68.49927072189642,0.0037809990392704182,0.0005530167057128099,75.33787955413392
HP Pavilion,HP,Fair,78.80959831195827,Laptop,2016,21.57618893957268,0.07329192988236756,0.8021099475325284,111.4551651834524,0.024449653240986392,0.0016489874702249445,61.12734473137273
LED TV,Intel,Good,81.97327947703089,TV,2009,24.764374148893147,0.016611683254402484,0.26897816521912393,87.70374763251434,0.00482272384531258,0.0009114133653748296,62.85405771336818
Mi Pad,Asus,Good,86.46237992701805,Tablet,2021,12.786129347875615,0.05284463113833314,0.4478090004688244,38.60818577758035,0.013375301637320376,0.0010210736534887995,71.74411651902649
Rack Server,Intel,Scrap,72.46437635878908,Server,2013,53.863675422044686,0.09809703959929801,1.1788255451615295,212.10185409214048,0.03600637545004124,0.0023647852007341996,47.11620335886135
Rack Server,Apple,Fair,81.00201328385849,Server,2013,46.24730749325267,0.1373565375664531,2.158607453784022,331.0812846716598,0.05824843737721886,0.0040366400306508,66.34057725540207
WiFi Router,Intel,Excellent,92.16326717519196,Router,2014,15.109216716230636,0.015345530081097705,0.23782916725785067,57.86269793732717,0.00971365589693954,0.0008498682288327047,78.79083854546968
LED TV,Samsung,Good,88.51427897690539,TV,2013,22.087386475217983,0.020990204881933545,0.32655866756652435,78.80663616290275,0.004800696044838379,0.0009249544925182521,71.18761508757134
Blade Server,Intel,Good,90.71620290484162,Server,2022,42.34012245100166,0.22509919468417275,2.7696452977698542,443.01207267992055,0.0829347060358432,0.0050665301231713495,71.43852320190945
Smart TV,Lenovo,Excellent,88.85809217678234,TV,2010,20.875579525705845,0.017692268532934617,0.2824800367640314,79.17733247616647,0.0046738638037312355,0.000862525322372745,80.58291332785828
OLED TV,Panasonic,Good,78.38346324693316,TV,2021,18.078615482000092,0.017295216682955073,0.27807738463938647,79.58788900750814,0.006400447540682562,0.0009301718010988649,54.2813281976758
WiFi Router,Panasonic,Fair,85.81346297331783,Router,2017,13.739330626769513,0.012868185295368166,0.1449340697747998,43.0943925126986,0.007295391693397432,0.0007660028578487561,75.2278137069747
OLED TV,Sony,Damaged,81.34777996847104,TV,2019,25.73675282945662,0.01056517596024556,0.18367420052278102,64.9617646519885,0.003825513434075156,0.0007616893763510366,64.84807190127512
Enterprise Router,HP,Damaged,72.3789552810332,Router,2012,23.237529346743905,0.008525301137667383,0.12678055037726885,31.132973507571794,0.005885031732225217,0.0006289570679502008,65.06464045764908
Laser Printer,Lenovo,Good,83.15194599186806,Printer,2022,14.342599051565854,0.008788448121954073,0.12255843520280824,72.90846065081836,0.003279412068637756,0.0005350037889039957,71.70166474469649
Redmi Note,Nokia,Fair,87.05220826511577,Smartphone,2017,10.609042110127337,0.026029740143860412,0.18587618446263202,13.405860630548094,0.008962996722988977,0.0007070433638358992,83.79042875609804
Workstation,Dell,Fair,82.4348253661197,Desktop,2020,26.951588707031632,0.10376148515854845,1.0185601585311552,237.78072530333418,0.03373871377316535,0.0023092806161887224,74.40866909233418
WiFi Router,Samsung,Fair,83.00471525532254,Router,2016,11.966845806556812,0.012072980414344922,0.1535043284462904,45.20820742861158,0.007817954786760494,0.0009509578501958186,66.79335914423916
Enterprise Router,LG,Fair,78.0491709322434,Router,2024,17.553251331587475,0.012989888765085193,0.1531222985886991,46.106285625659275,0.00924181943731059,0.001060925447794672,68.9947314559702
OLED TV,Cisco,Excellent,94.10132183725736,TV,2020,15.59812879970822,0.020135346443818036,0.3727625841739897,107.82995855714132,0.007149333270789035,0.0011986436167897346,79.69777084638385
iPad,Lenovo,Scrap,76.22488547938839,Tablet,2020,18.531659566491978,0.022777153770227456,0.21360810955538218,18.279381545096705,0.006407945199891137,0.00042732486652378575,63.138360236395826
OLED TV,Xiaomi,Excellent,93.68719742814605,TV,2019,16.33448282867739,0.020949944028668045,0.3552770140178387,105.3030745951293,0.006725692094238914,0.0011052147128293383,79.52962245872035
Workstation,Samsung,Good,89.40237434691473,Desktop,2016,26.200684964135508,0.11919430042479627,1.2789970785761755,256.38943301849963,0.03851404898728193,0.0030628418612169877,80.66734555392401
Laser Printer,Apple,Excellent,85.08712499618815,Printer,2016,10.66066522165226,0.008589975471588986,0.11203754907742472,77.68600428176157,0.0034391965487300153,0.00046685388436796865,73.00374234420538
iPad,Lenovo,Excellent,86.56248974100957,Tablet,2021,12.244061021415815,0.05278819603784714,0.47498229880808523,41.29266860350687,0.012563847624355206,0.000947891447591098,71.70827715849474
Rack Server,Panasonic,Fair,76.7950982506408,Server,2010,47.28654113518249,0.16259322188037054,1.6944087312874467,312.01053535802527,0.059842228658486984,0.0031787051833322573,62.98868307450692
Galaxy Tab,Dell,Good,78.30433792303597,Tablet,2010,15.977527674157162,0.043332899988637825,0.4101803182436963,37.300478261663805,0.014405140352452215,0.0009020806433337785,73.71833927166979
Office PC,Lenovo,Fair,88.56992707336661,Desktop,2018,31.280412164692464,0.09680150455274042,0.9928021929805013,226.39074751493075,0.029725895363100475,0.0025776422784834934,63.75192077535759
Blade Server,Cisco,Damaged,80.3488934845014,Server,2021,47.88011085619984,0.16592754548312313,1.9796989813735575,268.3568858902274,0.05509148578269336,0.003123143253544876,64.46922896466162
Enterprise Router,Samsung,Damaged,81.77892220500905,Router,2023,12.89588512617969,0.010749452948812252,0.13362102539159734,36.795542647891644,0.007650142794826874,0.0007912203063662051,67.77859536493985
Workstation,Panasonic,Excellent,81.90349677623489,Desktop,2010,29.304761621855477,0.1025719745092542,1.1033554030653856,239.96109045378066,0.035371686271694215,0.0030721014069777417,60.36949664281252
Rack Server,HP,Fair,82.05920174783836,Server,2019,45.261214725817474,0.18096654406834736,2.5258253008439246,357.57462902365955,0.061974531563489414,0.0036065551243891054,65.98730008503507
Inkjet Printer,OnePlus,Good,77.93748474941842,Printer,2009,19.553650633806118,0.007471229065340308,0.08946055190994003,62.70716524076873,0.0031714485494983924,0.0004351809207713183,69.49193070409058
WiFi Router,HP,Fair,89.53175883555537,Router,2009,19.62946212757209,0.011305769104799898,0.12915614764579436,39.01599867959877,0.007750580617563779,0.0006303488225635074,63.5976665308798
Gaming PC,Apple,Excellent,84.19154512275246,Desktop,2018,27.67765682847427,0.12451159406745674,1.431388453467609,281.4898277288245,0.03151507302386754,0.003100513256424578,63.558622942400135
Blade Server,Panasonic,Fair,81.02048679867265,Server,2020,45.6473831621211,0.1975812420642014,2.322477887906992,303.20194241501747,0.04988344155749347,0.00424886247418499,57.673368022150534
Blade Server,OnePlus,Fair,79.16389414476001,Server,2011,45.55050788864167,0.17100927012175962,2.1456255570095046,305.5182034349458,0.05213305892388089,0.0033374510736225325,62.96838515020089
Office PC,Sony,Scrap,70.70857055144081,Desktop,2019,32.576780422571765,0.05782397999317474,0.6825905100949499,124.622523000362,0.019758329277727475,0.001510330759854498,55.64766073870838
Smart TV,Apple,Scrap,73.1419195221404,TV,2018,27.074641636917242,0.00880740418918534,0.13742019885756962,36.777403693954476,0.0030902522579640828,0.0004922045669792009,53.03856331259088
Office PC,Acer,Good,91.1429604254489,Desktop,2020,22.31196160562741,0.0943705223313801,1.0863896197802896,243.85073980071908,0.037030746657078874,0.002841078591462698,68.14218493149747
Smart TV,LG,Damaged,76.48923422143318,TV,2010,28.060500508193602,0.011169345362139602,0.18619039515647726,56.479391064535484,0.004373555066574615,0.0005248449187433659,68.32987895669714
LED TV,Cisco,Fair,87.20214334291151,TV,2015,21.774814597695677,0.0164277558169755,0.22442700013832464,82.45650205623359,0.005142128976969296,0.0008831540976406581,64.01680772849649
Enterprise Router,Acer,Damaged,83.02591504818692,Router,2023,11.427390547642062,0.009991597237617226,0.13058509976680202,34.37979166874059,0.005792289549336458,0.0006590156023007083,72.41764105895722
Mi Pad,LG,Scrap,76.33521537217352,Tablet,2019,17.438681579382443,0.024999823366861913,0.24580184380645334,20.133760487003045,0.00816413386925084,0.0005174922539195397,78.93253826819875
Office PC,LG,Excellent,90.8384955077516,Desktop,2016,26.732459679158364,0.12351322453767616,1.4571660602273382,266.5954284252965,0.04553802424672429,0.003674246924528269,81.3390343232738
Smart TV,OnePlus,Damaged,74.3076654255504,TV,2012,25.577765386173756,0.010007073395170145,0.1576657712603557,48.467423824835066,0.003228872742383133,0.0006124079178891066,62.99306973216498
Galaxy S21,OnePlus,Good,86.65815035299586,Smartphone,2025,6.321441873807732,0.033024741798734755,0.2188179526984941,15.583591086062595,0.012889766144747919,0.0009000954526794293,76.37278225071057
OnePlus 9,Cisco,Damaged,74.36378417400972,Smartphone,2014,13.879855372730123,0.023347990276526228,0.15517591637001515,11.750335840459458,0.006307500809529643,0.0006502368902648463,59.20914939093597
Inkjet Printer,Sony,Fair,81.7052466335978,Printer,2011,16.50902937085115,0.0074319806134891435,0.08646369623852677,57.0288401405775,0.0033173078906148018,0.00040589272095569476,71.54114160791059
